10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 SRM/3/ENTITYINVALID:OID 1.3.6.1.4.1.2011.5.25.129.2.1.9 PHY chip abnormal.(EntityPhysicalIndex=67108873  BaseTrapSeverity=3  BaseTrapProbableCause=67861  BaseTrapEventType=5  EntPhysicalContainedIn=5  EntPhysicalName=MPU Board 0  RelativeResource=PHY chip  ReasonDescription=PHY chip is abnormal.)
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 SRM/3/ENTITYINVALID:OID 1.3.6.1.4.1.2011.5.25.129.2.1.9 PHY chip abnormal.(EntityPhysicalIndex=67108873  BaseTrapSeverity=3  BaseTrapProbableCause=67861  BaseTrapEventType=5  EntPhysicalContainedIn=5  EntPhysicalName=MPU Board 0  RelativeResource=PHY chip  ReasonDescription=PHY chip is abnormal.)
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:06,SXXZG-FYSJY-NACC-NS3700 %%01HSC/3/PHYEXC(l)[170623]:Detect abnormity on the PHY chip of the master SCU .
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 %%01HSC/3/PHYEXC(l)[170624]:Detect abnormity on the PHY chip of the master SCU .
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 %%01HSC/3/PHYEXC(l)[170625]:Detect abnormity on the PHY chip of the master SCU .
10.125.0.162,7,2015-12-13 16:56:49,2015-12-13 08:56:07,SXXZG-FYSJY-NACC-NS3700 %%01HSC/3/PHYEXC(l)[170626]:Detect abnormity on the PHY chip of the master SCU .
10.152.32.2,7,2015-12-13 16:57:01,2015-12-13 16:56:19,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.4(linkUp): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 1
10.152.32.2,7,2015-12-13 16:57:01,2015-12-13 16:56:19,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is UP
10.152.32.2,7,2015-12-13 16:57:03,2015-12-13 16:56:21,SXXZG-YP-NACC-NS3100-A %%10L2INF/2/PORT LINK STATUS CHANGE(t):- 1 -  Trap 1.3.6.1.6.3.1.1.5.3(linkDown): portIndex is 4227842  ifAdminStatus is 1  ifOperStatus is 2
10.152.32.2,7,2015-12-13 16:57:03,2015-12-13 16:56:21,SXXZG-YP-NACC-NS3100-A %%10L2INF/5/PORT LINK STATUS CHANGE(l):- 1 -  Ethernet1/0/28 is DOWN
